identifier,edition,rank
COMBEYS-bc640d-05e6,1500,162
COMBEYS-bc640d-011e,258,161
COMBEYS-bc640d-0429,1050,160
COMBEYS-bc640d-0362,849,159
COMBEYS-bc640d-0375,868,158
COMBEYS-bc640d-043b,1069,157
COMBEYS-bc640d-014a,302,156
COMBEYS-bc640d-0268,595,155
COMBEYS-bc640d-01e9,465,154
COMBEYS-bc640d-0581,1398,153
COMBEYS-bc640d-01a3,393,152
COMBEYS-bc640d-05a8,1437,151
COMBEYS-bc640d-03e2,978,150
COMBEYS-bc640d-0593,1416,149
COMBEYS-bc640d-035b,842,148
COMBEYS-bc640d-03f5,997,147
COMBEYS-bc640d-024b,566,146
COMBEYS-bc640d-dd,193,145
COMBEYS-bc640d-0364,851,144
COMBEYS-bc640d-27,13,143
COMBEYS-bc640d-015f,322,142
COMBEYS-bc640d-0465,1111,141
COMBEYS-bc640d-04db,1230,140
COMBEYS-bc640d-03c1,945,139
COMBEYS-bc640d-97,122,138
COMBEYS-bc640d-03ee,990,137
COMBEYS-bc640d-046f,1121,136
COMBEYS-bc640d-0164,327,135
COMBEYS-bc640d-0319,774,134
COMBEYS-bc640d-0411,1026,133
COMBEYS-bc640d-0385,884,132
COMBEYS-bc640d-025a,581,131
COMBEYS-bc640d-bc,159,130
COMBEYS-bc640d-0443,1077,129
COMBEYS-bc640d-0586,1403,128
COMBEYS-bc640d-0400,1009,127
COMBEYS-bc640d-2d,19,126
COMBEYS-bc640d-0236,545,125
COMBEYS-bc640d-03bb,939,124
COMBEYS-bc640d-0372,865,123
COMBEYS-bc640d-a1,132,122
COMBEYS-bc640d-038f,894,121
COMBEYS-bc640d-018c,369,120
COMBEYS-bc640d-0135,281,119
COMBEYS-bc640d-0546,1338,118
COMBEYS-bc640d-05ae,1443,117
COMBEYS-bc640d-0219,514,116
COMBEYS-bc640d-05da,1488,115
COMBEYS-bc640d-0450,1090,114
COMBEYS-bc640d-0332,800,113
COMBEYS-bc640d-0487,1145,112
COMBEYS-bc640d-03d8,968,111
COMBEYS-bc640d-0456,1096,110
COMBEYS-bc640d-0515,1289,109
COMBEYS-bc640d-01c8,432,108
COMBEYS-bc640d-ec,208,107
COMBEYS-bc640d-017a,351,106
COMBEYS-bc640d-02a6,659,105
COMBEYS-bc640d-022f,538,104
COMBEYS-bc640d-040d,1022,103
COMBEYS-bc640d-05f9,1519,102
COMBEYS-bc640d-6a,86,101
COMBEYS-bc640d-0579,1390,100
COMBEYS-bc640d-ed,209,99
COMBEYS-bc640d-0418,1033,98
COMBEYS-bc640d-014c,304,97
COMBEYS-bc640d-05c1,1462,96
COMBEYS-bc640d-02a1,654,95
COMBEYS-bc640d-05c0,1461,94
COMBEYS-bc640d-04ae,1184,93
COMBEYS-bc640d-053f,1331,92
COMBEYS-bc640d-0509,1277,91
COMBEYS-bc640d-0514,1288,90
COMBEYS-bc640d-b0,147,89
COMBEYS-bc640d-0502,1270,88
COMBEYS-bc640d-016a,334,87
COMBEYS-bc640d-dc,191,86
COMBEYS-bc640d-0123,263,85
COMBEYS-bc640d-04d7,1226,84
COMBEYS-bc640d-020c,500,83
COMBEYS-bc640d-02a0,653,82
COMBEYS-bc640d-0594,1417,81
COMBEYS-bc640d-0457,1097,80
COMBEYS-bc640d-60,76,79
COMBEYS-bc640d-0169,333,78
COMBEYS-bc640d-6b,87,77
COMBEYS-bc640d-c4,167,76
COMBEYS-bc640d-8e,113,75
COMBEYS-bc640d-0615,1547,74
COMBEYS-bc640d-ea,206,73
COMBEYS-bc640d-24,10,72
COMBEYS-bc640d-058e,1411,71
COMBEYS-bc640d-0280,621,70
COMBEYS-bc640d-01e0,456,69
COMBEYS-bc640d-01b6,412,68
COMBEYS-bc640d-0180,357,67
COMBEYS-bc640d-05b7,1452,66
COMBEYS-bc640d-03fd,1006,65
COMBEYS-bc640d-0239,548,64
COMBEYS-bc640d-03bc,940,63
COMBEYS-bc640d-0356,837,62
COMBEYS-bc640d-05f4,1514,61
COMBEYS-bc640d-02c6,691,60
COMBEYS-bc640d-03e3,979,59
COMBEYS-bc640d-5c,71,58
COMBEYS-bc640d-0336,804,57
COMBEYS-bc640d-0125,265,56
COMBEYS-bc640d-027f,620,55
COMBEYS-bc640d-0111,245,54
COMBEYS-bc640d-054d,1345,53
COMBEYS-bc640d-04a5,1175,52
COMBEYS-bc640d-01ea,466,51
COMBEYS-bc640d-038d,892,50
COMBEYS-bc640d-0428,1049,49
COMBEYS-bc640d-052e,1314,48
COMBEYS-bc640d-057c,1393,47
COMBEYS-bc640d-013b,287,46
COMBEYS-bc640d-0328,790,45
COMBEYS-bc640d-0426,1047,44
COMBEYS-bc640d-0194,377,43
COMBEYS-bc640d-047a,1132,42
COMBEYS-bc640d-01b8,415,41
COMBEYS-bc640d-0134,280,40
COMBEYS-bc640d-051e,1298,39
COMBEYS-bc640d-e8,204,38
COMBEYS-bc640d-058d,1410,37
COMBEYS-bc640d-0323,785,36
COMBEYS-bc640d-04b8,1194,35
COMBEYS-bc640d-0569,1373,34
COMBEYS-bc640d-0258,579,33
COMBEYS-bc640d-0128,268,32
COMBEYS-bc640d-023a,549,31
COMBEYS-bc640d-05d6,1483,30
COMBEYS-bc640d-0386,885,29
COMBEYS-bc640d-04ac,1182,28
COMBEYS-bc640d-02dc,713,27
COMBEYS-bc640d-050f,1283,26
COMBEYS-bc640d-045a,1100,25
COMBEYS-bc640d-5f,75,24
COMBEYS-bc640d-44,43,23
COMBEYS-bc640d-0270,605,22
COMBEYS-bc640d-0419,1034,21
COMBEYS-bc640d-025f,586,20
COMBEYS-bc640d-04eb,1247,19
COMBEYS-bc640d-05cd,1474,18
COMBEYS-bc640d-0295,642,17
COMBEYS-bc640d-03b6,933,16
COMBEYS-bc640d-04b1,1187,15
COMBEYS-bc640d-028d,634,14
COMBEYS-bc640d-0387,886,13
COMBEYS-bc640d-055d,1361,12
COMBEYS-bc640d-0461,1107,11
COMBEYS-bc640d-043a,1068,10
COMBEYS-bc640d-0294,641,9
COMBEYS-bc640d-04ec,1248,8
COMBEYS-bc640d-2f,21,7
COMBEYS-bc640d-02b0,669,6
COMBEYS-bc640d-05b9,1454,5
COMBEYS-bc640d-82,1003,4
COMBEYS-bc640d-80,1055,3
COMBEYS-bc640d-83,1221,2
COMBEYS-bc640d-015a,1241,1
