identifier,rank,edition
COMBEYS-bc640d-0437,163,1065
COMBEYS-bc640d-05e6,162,1500
COMBEYS-bc640d-011e,161,258
COMBEYS-bc640d-0429,160,1050
COMBEYS-bc640d-0362,159,849
COMBEYS-bc640d-0375,158,868
COMBEYS-bc640d-043b,157,1069
COMBEYS-bc640d-014a,156,302
COMBEYS-bc640d-0268,155,595
COMBEYS-bc640d-01e9,154,465
COMBEYS-bc640d-0581,153,1398
COMBEYS-bc640d-01a3,152,393
COMBEYS-bc640d-05a8,151,1437
COMBEYS-bc640d-03e2,150,978
COMBEYS-bc640d-0593,149,1416
COMBEYS-bc640d-035b,148,842
COMBEYS-bc640d-03f5,147,997
COMBEYS-bc640d-024b,146,566
COMBEYS-bc640d-dd,145,193
COMBEYS-bc640d-0364,144,851
COMBEYS-bc640d-27,143,13
COMBEYS-bc640d-015f,142,322
COMBEYS-bc640d-0465,141,1111
COMBEYS-bc640d-04db,140,1230
COMBEYS-bc640d-03c1,139,945
COMBEYS-bc640d-97,138,122
COMBEYS-bc640d-03ee,137,990
COMBEYS-bc640d-046f,136,1121
COMBEYS-bc640d-0164,135,327
COMBEYS-bc640d-0319,134,774
COMBEYS-bc640d-0411,133,1026
COMBEYS-bc640d-0385,132,884
COMBEYS-bc640d-025a,131,581
COMBEYS-bc640d-bc,130,159
COMBEYS-bc640d-0443,129,1077
COMBEYS-bc640d-0586,128,1403
COMBEYS-bc640d-0400,127,1009
COMBEYS-bc640d-2d,126,19
COMBEYS-bc640d-0236,125,545
COMBEYS-bc640d-03bb,124,939
COMBEYS-bc640d-0372,123,865
COMBEYS-bc640d-a1,122,132
COMBEYS-bc640d-038f,121,894
COMBEYS-bc640d-018c,120,369
COMBEYS-bc640d-0135,119,281
COMBEYS-bc640d-0546,118,1338
COMBEYS-bc640d-05ae,117,1443
COMBEYS-bc640d-0219,116,514
COMBEYS-bc640d-05da,115,1488
COMBEYS-bc640d-0450,114,1090
COMBEYS-bc640d-0332,113,800
COMBEYS-bc640d-0487,112,1145
COMBEYS-bc640d-03d8,111,968
COMBEYS-bc640d-0456,110,1096
COMBEYS-bc640d-0515,109,1289
COMBEYS-bc640d-01c8,108,432
COMBEYS-bc640d-ec,107,208
COMBEYS-bc640d-017a,106,351
COMBEYS-bc640d-02a6,105,659
COMBEYS-bc640d-022f,104,538
COMBEYS-bc640d-040d,103,1022
COMBEYS-bc640d-05f9,102,1519
COMBEYS-bc640d-6a,101,86
COMBEYS-bc640d-0579,100,1390
COMBEYS-bc640d-ed,99,209
COMBEYS-bc640d-0418,98,1033
COMBEYS-bc640d-014c,97,304
COMBEYS-bc640d-05c1,96,1462
COMBEYS-bc640d-02a1,95,654
COMBEYS-bc640d-05c0,94,1461
COMBEYS-bc640d-04ae,93,1184
COMBEYS-bc640d-053f,92,1331
COMBEYS-bc640d-0509,91,1277
COMBEYS-bc640d-0514,90,1288
COMBEYS-bc640d-b0,89,147
COMBEYS-bc640d-0502,88,1270
COMBEYS-bc640d-016a,87,334
COMBEYS-bc640d-dc,86,191
COMBEYS-bc640d-0123,85,263
COMBEYS-bc640d-04d7,84,1226
COMBEYS-bc640d-020c,83,500
COMBEYS-bc640d-02a0,82,653
COMBEYS-bc640d-0594,81,1417
COMBEYS-bc640d-0457,80,1097
COMBEYS-bc640d-60,79,76
COMBEYS-bc640d-0169,78,333
COMBEYS-bc640d-6b,77,87
COMBEYS-bc640d-c4,76,167
COMBEYS-bc640d-8e,75,113
COMBEYS-bc640d-0615,74,1547
COMBEYS-bc640d-ea,73,206
COMBEYS-bc640d-24,72,10
COMBEYS-bc640d-058e,71,1411
COMBEYS-bc640d-0280,70,621
COMBEYS-bc640d-01e0,69,456
COMBEYS-bc640d-01b6,68,412
COMBEYS-bc640d-0180,67,357
COMBEYS-bc640d-05b7,66,1452
COMBEYS-bc640d-03fd,65,1006
COMBEYS-bc640d-0239,64,548
COMBEYS-bc640d-03bc,63,940
COMBEYS-bc640d-0356,62,837
COMBEYS-bc640d-05f4,61,1514
COMBEYS-bc640d-02c6,60,691
COMBEYS-bc640d-03e3,59,979
COMBEYS-bc640d-5c,58,71
COMBEYS-bc640d-0336,57,804
COMBEYS-bc640d-0125,56,265
COMBEYS-bc640d-027f,55,620
COMBEYS-bc640d-0111,54,245
COMBEYS-bc640d-054d,53,1345
COMBEYS-bc640d-04a5,52,1175
COMBEYS-bc640d-01ea,51,466
COMBEYS-bc640d-038d,50,892
COMBEYS-bc640d-0428,49,1049
COMBEYS-bc640d-052e,48,1314
COMBEYS-bc640d-057c,47,1393
COMBEYS-bc640d-013b,46,287
COMBEYS-bc640d-0328,45,790
COMBEYS-bc640d-0426,44,1047
COMBEYS-bc640d-0194,43,377
COMBEYS-bc640d-047a,42,1132
COMBEYS-bc640d-01b8,41,415
COMBEYS-bc640d-0134,40,280
COMBEYS-bc640d-051e,39,1298
COMBEYS-bc640d-e8,38,204
COMBEYS-bc640d-058d,37,1410
COMBEYS-bc640d-0323,36,785
COMBEYS-bc640d-04b8,35,1194
COMBEYS-bc640d-0569,34,1373
COMBEYS-bc640d-0258,33,579
COMBEYS-bc640d-0128,32,268
COMBEYS-bc640d-023a,31,549
COMBEYS-bc640d-05d6,30,1483
COMBEYS-bc640d-0386,29,885
COMBEYS-bc640d-04ac,28,1182
COMBEYS-bc640d-02dc,27,713
COMBEYS-bc640d-050f,26,1283
COMBEYS-bc640d-045a,25,1100
COMBEYS-bc640d-5f,24,75
COMBEYS-bc640d-44,23,43
COMBEYS-bc640d-0270,22,605
COMBEYS-bc640d-0419,21,1034
COMBEYS-bc640d-025f,20,586
COMBEYS-bc640d-04eb,19,1247
COMBEYS-bc640d-05cd,18,1474
COMBEYS-bc640d-0295,17,642
COMBEYS-bc640d-03b6,16,933
COMBEYS-bc640d-04b1,15,1187
COMBEYS-bc640d-028d,14,634
COMBEYS-bc640d-0387,13,886
COMBEYS-bc640d-055d,12,1361
COMBEYS-bc640d-0461,11,1107
COMBEYS-bc640d-043a,10,1068
COMBEYS-bc640d-0294,9,641
COMBEYS-bc640d-04ec,8,1248
COMBEYS-bc640d-2f,7,21
COMBEYS-bc640d-02b0,6,669
COMBEYS-bc640d-05b9,5,1454
COMBEYS-bc640d-82,4,1003
COMBEYS-bc640d-80,3,1055
COMBEYS-bc640d-83,2,1221
COMBEYS-bc640d-015a,1,1241
